numero;b1;b2;b3;b4;b5;i1;i2;i3;i4;i5;n1;n2;n3;n4;n5;g1;g2;g3;g4;g5;o1;o2;o3;o4;o5;Activo;Nombre;Cedula;Telefono
4034;2;9;10;1;11;21;27;30;19;25;43;31;0;35;32;49;53;47;57;60;62;73;72;68;61;0;No;No;No
4035;2;10;11;8;1;23;22;29;27;21;41;45;0;31;39;53;46;55;58;49;75;71;74;73;69;0;No;No;No
4036;13;5;11;10;4;21;26;24;30;23;40;31;0;38;32;47;58;54;60;59;65;63;62;61;72;0;No;No;No
4037;14;13;8;12;11;30;16;18;17;25;40;38;0;39;37;56;53;50;55;60;74;69;66;75;68;0;No;No;No
4038;15;6;5;2;1;26;19;18;21;17;31;41;0;34;40;54;50;59;49;52;69;64;72;71;74;0;No;No;No
4039;15;8;3;13;2;29;22;19;18;21;41;43;0;32;37;48;47;60;50;52;71;68;67;74;69;0;No;No;No
4040;15;4;7;11;3;29;24;16;17;21;43;41;0;34;33;54;48;55;52;53;67;72;71;68;64;0;No;No;No
4041;2;8;4;9;11;25;29;21;27;30;37;31;0;40;34;47;50;49;56;46;73;74;69;64;75;0;No;No;No
4042;9;1;4;15;12;23;16;24;20;19;44;33;0;45;32;54;60;46;51;55;67;69;75;64;65;0;No;No;No
4043;14;8;3;13;7;17;20;16;26;22;45;40;0;44;34;59;56;58;57;55;74;72;61;62;65;0;No;No;No
4044;15;12;5;4;2;26;28;18;25;16;32;34;0;31;40;51;48;55;54;58;63;69;73;71;75;0;No;No;No
4045;7;3;15;8;11;20;27;25;17;19;37;41;0;36;34;58;53;48;49;47;70;62;69;67;75;0;No;No;No
4046;2;8;10;14;1;21;25;16;24;17;43;42;0;32;40;48;58;46;50;47;70;72;74;66;62;0;No;No;No
4047;9;10;7;6;1;20;28;16;21;26;41;34;0;31;40;56;58;47;57;59;61;62;69;63;71;0;No;No;No
4048;8;2;4;6;15;24;21;20;23;25;45;35;0;32;31;55;58;49;47;51;64;74;71;75;63;0;No;No;No
4049;1;12;4;5;7;26;18;16;17;30;42;31;0;33;41;47;51;58;48;59;72;66;67;71;69;0;No;No;No
4050;11;2;6;15;14;28;22;21;27;18;32;40;0;43;39;54;55;52;47;58;74;73;70;72;71;0;No;No;No
4051;5;11;10;3;15;27;22;23;21;30;34;39;0;36;31;57;56;55;59;47;71;69;73;61;64;0;No;No;No
4052;6;3;11;14;10;19;21;17;18;25;42;33;0;45;38;59;49;55;60;48;69;71;65;66;73;0;No;No;No
4053;5;10;15;9;6;16;28;25;27;26;31;41;0;40;39;51;56;52;53;55;74;66;64;71;62;0;No;No;No
4054;6;1;9;5;7;30;29;27;20;28;31;39;0;41;36;47;53;51;48;52;64;62;66;71;67;0;No;No;No
4055;14;8;11;15;13;23;30;17;18;27;32;42;0;39;31;53;51;56;58;55;70;69;65;64;62;0;No;No;No
4056;13;15;1;9;3;24;18;27;25;26;45;34;0;31;37;58;59;57;48;47;62;64;68;74;73;0;No;No;No
4057;8;12;5;6;3;19;22;21;28;26;36;41;0;43;45;56;52;48;49;53;63;71;62;66;68;0;No;No;No
4058;6;2;8;3;9;21;17;16;24;18;35;40;0;37;36;54;47;51;48;55;70;73;62;63;68;0;No;No;No
4059;7;4;6;1;3;18;28;17;23;27;41;37;0;31;45;58;48;54;53;46;65;66;68;71;62;0;No;No;No
4060;14;10;15;7;9;26;24;20;22;23;43;32;0;31;35;48;60;57;46;47;64;67;63;72;61;0;No;No;No
4061;14;8;5;10;4;17;21;27;26;16;45;35;0;34;42;56;52;51;49;50;71;70;66;61;64;0;No;No;No
4062;1;12;3;2;10;26;30;22;18;19;39;44;0;41;36;58;48;54;56;47;66;65;71;63;74;0;No;No;No
4063;10;9;4;15;3;19;17;29;30;18;35;42;0;32;34;54;56;57;46;51;72;63;75;71;67;0;No;No;No
4064;8;5;9;11;10;24;27;20;28;26;44;45;0;34;43;51;48;49;53;47;71;63;74;69;72;0;No;No;No
4065;3;1;6;7;5;29;27;28;23;26;39;36;0;31;40;56;59;52;53;49;68;63;61;65;69;0;No;No;No
4066;9;15;11;3;7;27;17;23;16;28;40;43;0;39;42;49;54;52;46;60;64;71;69;61;63;0;No;No;No
4067;7;14;9;1;11;29;25;18;16;20;43;40;0;41;37;47;50;60;49;51;74;72;67;75;73;0;No;No;No
4068;13;12;11;10;3;24;16;23;26;19;36;42;0;43;41;60;51;57;47;56;73;71;67;72;66;0;No;No;No
4069;11;15;10;9;1;23;19;21;27;20;38;43;0;42;34;46;52;57;55;48;69;65;68;67;62;0;No;No;No
4070;15;2;5;6;7;23;30;29;16;25;36;42;0;37;31;46;57;56;48;52;61;65;69;67;75;0;No;No;No
4071;4;15;3;8;1;21;18;28;27;17;45;43;0;41;44;51;56;60;55;57;67;72;66;63;62;0;No;No;No
4072;14;10;13;8;5;18;21;22;26;17;44;31;0;43;42;58;46;57;54;55;71;68;62;70;72;0;No;No;No
4073;1;14;11;9;12;29;18;17;28;27;44;34;0;33;40;51;59;48;50;55;74;67;68;61;66;0;No;No;No
4074;6;8;13;12;7;17;23;21;22;16;38;41;0;43;42;53;55;52;51;49;73;74;64;72;66;0;No;No;No
4075;7;12;5;4;15;29;16;21;28;19;36;39;0;34;32;48;47;54;46;60;65;62;74;64;68;0;No;No;No
4076;13;9;7;6;3;28;18;16;17;25;37;33;0;36;35;54;60;51;59;47;75;70;74;68;73;0;No;No;No
4077;15;1;11;14;9;22;19;24;16;18;34;31;0;33;45;48;58;51;54;55;69;61;64;74;71;0;No;No;No
4078;10;2;1;6;5;30;20;19;23;18;38;44;0;35;41;58;46;56;55;50;67;70;71;72;66;0;No;No;No
4079;4;12;3;1;10;22;18;26;16;25;38;35;0;45;34;55;46;53;49;54;66;63;72;75;73;0;No;No;No
4080;6;14;11;13;10;27;17;21;26;22;45;34;0;42;38;49;51;57;54;53;74;71;70;65;67;0;No;No;No
4081;13;3;1;2;11;20;28;27;25;22;32;45;0;39;37;50;59;56;58;52;66;64;75;71;65;0;No;No;No
4082;5;15;3;6;14;18;29;27;17;30;36;39;0;42;37;60;57;49;48;47;64;69;62;74;75;0;No;No;No
4083;15;2;12;8;5;23;28;17;30;27;35;40;0;34;42;58;57;47;50;56;75;73;64;66;74;0;No;No;No
4084;4;9;3;8;12;30;23;21;19;25;39;36;0;35;31;51;56;52;48;50;67;64;68;63;66;0;No;No;No
4085;13;4;6;8;15;19;25;16;21;22;36;40;0;33;42;59;51;58;49;57;68;65;69;61;70;0;No;No;No
4086;13;15;4;3;6;29;18;21;30;20;45;38;0;32;44;58;54;52;50;53;73;70;62;69;67;0;No;No;No
4087;5;4;12;14;8;29;18;28;26;27;35;44;0;39;42;50;59;58;49;53;62;70;71;66;73;0;No;No;No
4088;7;13;2;12;14;27;26;22;20;21;36;41;0;44;35;60;54;52;46;53;69;75;66;64;68;0;No;No;No
4089;10;15;3;6;14;26;25;20;29;28;42;35;0;41;31;53;59;56;57;58;64;74;71;72;73;0;No;No;No
4090;11;14;3;9;10;26;25;21;24;30;32;35;0;31;41;58;57;51;50;47;67;62;66;68;69;0;No;No;No
4091;7;3;4;8;2;21;30;18;16;20;37;33;0;41;43;48;47;60;59;46;64;71;62;72;61;0;No;No;No
4092;1;5;9;15;8;28;27;21;29;20;39;36;0;33;41;58;49;53;52;57;63;68;67;66;72;0;No;No;No
4093;9;12;7;13;6;24;26;21;23;20;39;35;0;32;31;49;59;52;55;47;65;75;70;74;71;0;No;No;No
4094;11;13;12;7;4;21;26;16;29;25;39;43;0;42;38;58;49;48;52;55;65;67;64;75;66;0;No;No;No
4095;2;5;11;10;7;19;29;16;23;27;41;35;0;42;38;56;46;60;57;55;61;66;62;68;75;0;No;No;No
4096;6;11;4;14;15;19;24;29;28;25;39;40;0;31;36;60;59;55;52;47;75;71;66;74;65;0;No;No;No
4097;14;8;3;2;5;22;21;26;24;25;36;34;0;37;38;48;52;54;60;51;75;72;63;70;71;0;No;No;No
4098;8;3;7;10;6;30;20;21;19;26;41;33;0;39;40;60;48;50;49;52;62;74;75;64;66;0;No;No;No
4099;3;4;1;10;9;22;25;17;24;16;41;43;0;38;42;57;51;60;58;50;72;62;75;74;65;0;No;No;No
4100;2;3;15;8;10;26;28;27;30;29;41;31;0;44;33;51;59;60;47;49;65;66;72;74;63;0;No;No;No
4101;1;2;5;8;13;25;28;26;19;22;37;38;0;33;40;60;55;59;48;46;70;66;62;61;67;0;No;No;No
4102;7;2;8;14;4;29;30;19;26;21;32;33;0;41;35;52;50;58;54;51;61;66;64;62;73;0;No;No;No
4103;7;13;2;9;4;26;24;27;22;18;45;38;0;31;39;57;58;47;50;46;64;63;62;69;67;0;No;No;No
4104;3;7;13;12;5;29;17;27;25;18;42;41;0;31;34;56;57;53;54;47;72;69;63;75;73;0;No;No;No
4105;2;5;11;7;15;16;20;30;17;19;42;37;0;41;38;54;50;51;46;57;74;69;65;73;70;0;No;No;No
4106;2;10;4;6;7;25;18;19;23;26;35;43;0;38;33;50;56;49;46;52;71;66;65;70;62;0;No;No;No
4107;4;2;15;7;3;26;18;23;30;21;40;38;0;35;42;60;51;53;46;55;61;70;64;69;68;0;No;No;No
4108;4;14;13;5;12;21;30;29;19;23;34;33;0;42;36;48;54;58;51;49;62;73;69;70;72;0;No;No;No
4109;11;3;10;8;1;20;21;30;16;22;37;39;0;34;43;52;53;56;49;57;70;63;69;73;74;0;No;No;No
4110;7;10;11;4;8;24;19;23;27;28;33;37;0;35;32;50;46;53;48;49;63;69;72;62;66;0;No;No;No
4111;12;9;14;8;7;19;29;23;16;24;39;42;0;45;33;54;57;50;49;51;67;70;62;64;74;0;No;No;No
4112;2;13;12;14;11;20;22;25;16;24;45;42;0;41;36;53;48;57;59;46;62;71;73;64;74;0;No;No;No
4113;7;5;2;14;1;16;26;29;24;18;43;42;0;38;40;46;55;50;53;47;63;61;68;73;65;0;No;No;No
4114;9;7;12;11;8;28;16;24;19;21;45;42;0;38;39;59;48;56;52;58;64;73;71;66;65;0;No;No;No
4115;12;14;6;15;9;16;25;20;22;23;33;39;0;38;45;49;52;55;50;48;70;72;69;73;68;0;No;No;No
4116;4;14;5;15;12;26;23;18;21;16;45;34;0;42;36;53;47;56;49;51;62;72;61;68;67;0;No;No;No
4117;15;3;12;11;14;16;28;27;20;21;39;43;0;34;31;53;48;49;54;55;61;75;64;62;69;0;No;No;No
4118;3;5;13;7;4;26;20;21;22;25;33;34;0;43;41;51;56;49;57;60;64;67;72;75;73;0;No;No;No
4119;13;2;5;14;11;19;23;18;20;26;36;32;0;38;35;55;47;49;48;58;75;67;68;71;73;0;No;No;No
4120;7;11;8;1;14;26;27;18;19;25;32;41;0;42;37;56;51;47;46;57;64;70;68;63;65;0;No;No;No
4121;11;12;2;6;8;30;19;26;25;16;43;39;0;36;32;58;52;50;53;56;63;61;66;73;74;0;No;No;No
4122;6;3;5;1;14;27;28;30;22;20;42;43;0;45;37;48;60;57;54;46;75;70;62;61;65;0;No;No;No
4123;12;6;11;13;15;16;22;24;20;30;44;42;0;41;45;60;52;49;51;58;64;62;74;65;69;0;No;No;No
4124;9;14;10;12;4;25;29;27;28;26;42;34;0;39;44;52;46;55;58;57;66;72;73;69;63;0;No;No;No
4125;7;13;11;14;12;19;17;18;21;16;39;32;0;41;33;49;51;50;57;47;61;72;71;64;65;0;No;No;No
4126;10;1;2;15;13;18;17;22;16;29;34;35;0;44;39;55;50;47;58;52;69;68;72;71;75;0;No;No;No
4127;2;12;7;10;9;20;22;25;17;21;35;44;0;39;36;50;49;57;58;59;71;63;64;72;73;0;No;No;No
4128;6;3;15;1;7;22;18;23;29;27;42;41;0;33;31;50;53;57;49;51;62;71;73;63;67;0;No;No;No
4129;8;12;3;13;15;28;25;16;24;23;36;32;0;34;40;54;53;56;50;55;73;68;75;71;65;0;No;No;No
4130;5;12;15;4;13;23;16;24;17;30;34;36;0;40;32;53;48;47;58;54;71;65;61;75;64;0;No;No;No
4131;13;5;7;9;14;22;26;20;24;17;43;38;0;44;31;52;49;51;58;53;68;66;72;73;69;0;No;No;No
4132;6;9;10;12;2;22;21;17;24;16;39;33;0;42;38;50;51;52;60;58;72;65;61;71;73;0;No;No;No
4133;3;7;2;12;6;18;30;28;17;29;41;34;0;38;42;56;47;55;52;51;75;63;65;67;74;0;No;No;No
4134;14;1;3;2;10;26;28;25;17;21;43;39;0;33;45;60;55;58;48;46;75;74;68;67;63;0;No;No;No
4135;6;11;12;8;1;26;29;21;24;27;41;33;0;32;39;47;53;57;59;60;70;71;75;63;61;0;No;No;No
4136;10;4;9;1;15;24;30;19;27;17;42;40;0;35;31;59;52;51;58;55;75;68;65;71;74;0;No;No;No
4137;8;9;2;14;6;30;24;26;17;18;41;35;0;33;44;60;58;54;48;56;68;75;61;64;67;0;No;No;No
4138;6;2;9;13;15;22;25;27;16;18;31;44;0;35;42;59;56;49;60;53;74;62;61;72;75;0;No;No;No
4139;13;1;9;2;14;24;19;28;18;29;41;32;0;36;38;49;48;52;46;59;63;65;67;71;68;0;No;No;No
4140;3;4;8;12;6;20;27;16;26;22;38;45;0;36;39;46;56;53;50;48;64;65;63;71;73;0;No;No;No
4141;9;4;10;3;2;19;22;21;16;25;31;44;0;38;35;60;53;52;48;58;73;74;66;68;69;0;No;No;No
4142;12;5;8;7;3;28;20;26;23;24;32;35;0;34;43;60;47;56;59;58;61;66;67;72;71;0;No;No;No
4143;13;8;2;5;12;21;16;23;27;26;36;44;0;38;35;53;51;60;47;54;64;73;63;74;67;0;No;No;No
4144;12;5;2;11;4;29;21;19;18;30;32;43;0;44;36;50;54;55;48;47;70;61;72;75;69;0;No;No;No
4145;11;4;3;7;2;24;21;23;17;26;37;34;0;40;31;60;49;55;46;57;67;68;65;70;71;0;No;No;No
4146;10;15;6;14;11;23;30;25;22;18;39;43;0;45;36;50;56;59;54;46;65;61;69;64;75;0;No;No;No
4147;3;14;7;1;15;24;16;30;27;26;42;44;0;34;32;47;60;55;51;57;72;68;70;62;65;0;No;No;No
4148;3;13;5;4;8;28;16;17;27;24;39;42;0;34;37;59;48;47;58;57;69;65;68;63;66;0;No;No;No
4149;2;13;12;9;1;20;28;19;30;22;44;38;0;32;39;51;46;55;56;50;61;66;65;73;75;0;No;No;No
4150;8;9;13;3;15;25;28;16;30;19;35;39;0;45;38;53;54;52;59;51;70;62;68;73;65;0;No;No;No
4151;7;2;10;1;6;18;28;17;22;20;34;42;0;35;36;53;46;48;55;49;72;63;61;70;65;0;No;No;No
4152;13;7;8;4;14;28;18;17;20;21;37;38;0;41;44;57;53;56;48;47;65;66;71;69;70;0;No;No;No
4153;9;7;14;6;3;17;24;19;26;21;39;34;0;43;32;59;53;46;57;54;68;64;70;75;74;0;No;No;No
4154;5;11;8;10;15;24;22;18;26;29;35;37;0;43;42;56;50;46;58;49;66;61;75;71;62;0;No;No;No
4155;14;3;7;4;8;27;20;22;24;30;40;35;0;44;33;48;53;47;60;46;68;74;75;70;72;0;No;No;No
4156;9;10;11;4;2;24;20;22;28;16;36;43;0;32;38;57;48;56;46;49;68;69;66;75;74;0;No;No;No
4157;8;6;4;14;13;26;29;18;27;28;40;34;0;36;39;47;46;52;53;54;75;65;62;63;61;0;No;No;No
4158;15;10;14;1;12;27;17;20;22;18;41;36;0;45;42;54;46;51;59;50;64;66;62;61;69;0;No;No;No
4159;14;13;5;12;11;16;21;28;26;25;34;40;0;36;43;52;49;59;50;47;62;63;70;75;67;0;No;No;No
4160;8;2;1;6;13;25;30;29;20;16;31;41;0;36;42;55;59;47;54;57;73;61;75;65;68;0;No;No;No
4161;15;4;8;10;14;30;19;16;29;28;38;33;0;34;31;51;47;60;55;59;75;74;68;62;66;0;No;No;No
4162;11;2;10;8;7;26;28;23;24;16;34;33;0;40;38;51;59;60;54;46;74;63;66;73;75;0;No;No;No
4163;2;5;6;15;7;22;24;27;17;21;31;39;0;37;38;49;59;50;48;46;73;65;64;69;61;0;No;No;No
4164;4;10;8;7;6;27;20;30;23;28;40;44;0;33;38;50;54;55;46;48;63;69;74;71;75;0;No;No;No
4165;14;3;9;12;2;26;25;16;22;18;35;42;0;44;31;50;57;59;56;53;73;61;68;66;63;0;No;No;No
4166;8;15;2;13;9;18;23;30;25;29;42;33;0;37;38;48;51;52;49;55;65;71;69;62;73;0;No;No;No
4167;15;6;10;1;3;16;21;17;20;30;35;31;0;36;33;54;58;48;53;59;66;61;69;72;65;0;No;No;No
4168;1;11;3;4;10;29;25;22;20;23;31;43;0;40;42;53;60;55;54;49;62;67;68;69;75;0;No;No;No
4169;3;5;15;2;7;16;29;24;26;19;40;38;0;45;35;52;51;49;54;46;62;68;63;70;61;0;No;No;No
4170;6;8;9;7;10;16;29;18;25;19;31;43;0;40;35;56;58;47;60;46;67;71;63;72;62;0;No;No;No
4171;3;2;12;1;10;26;20;23;24;27;34;31;0;45;38;55;51;49;52;56;69;71;74;62;65;0;No;No;No
4172;10;4;3;8;5;30;20;17;27;28;42;37;0;43;34;52;55;49;54;48;72;66;71;64;67;0;No;No;No
4173;2;6;7;13;10;24;22;17;18;19;37;35;0;43;38;60;54;56;48;46;63;65;66;73;74;0;No;No;No
4174;4;2;9;11;6;28;27;24;23;22;35;32;0;31;38;52;46;48;53;47;70;68;64;61;71;0;No;No;No
4175;3;7;9;4;8;26;29;21;30;25;37;43;0;42;45;55;53;51;46;57;62;65;73;61;70;0;No;No;No
4176;6;12;11;10;7;21;25;28;17;22;40;32;0;37;35;49;46;59;47;53;67;70;73;65;72;0;No;No;No
4177;14;7;12;4;13;20;30;21;23;19;39;43;0;42;38;52;60;48;57;56;61;75;62;67;65;0;No;No;No
4178;13;6;5;10;8;30;27;18;21;28;32;40;0;37;43;55;52;54;58;57;73;71;67;69;70;0;No;No;No
4179;14;2;9;12;3;28;27;29;25;23;34;33;0;32;40;58;59;47;48;52;62;74;71;69;75;0;No;No;No
4180;11;2;13;3;12;29;26;25;19;24;42;31;0;35;41;58;48;52;49;55;62;71;65;61;68;0;No;No;No
4181;6;11;14;8;1;25;20;26;21;30;31;44;0;38;39;46;53;56;50;60;64;65;70;61;75;0;No;No;No
4182;6;8;5;1;13;28;21;26;27;29;39;33;0;44;37;59;46;55;48;58;62;63;75;72;74;0;No;No;No
4183;15;2;13;14;8;16;27;18;25;19;36;41;0;43;34;51;56;55;60;46;69;75;70;66;68;0;No;No;No
4184;11;8;3;14;1;20;21;30;25;18;40;41;0;44;34;55;50;51;59;60;65;70;73;75;71;0;No;No;No
4185;5;8;6;7;11;23;27;25;26;18;44;37;0;42;43;60;56;50;57;52;74;62;70;72;75;0;No;No;No
4186;10;14;13;3;12;22;18;29;21;23;38;32;0;35;33;55;58;46;57;49;64;71;63;62;70;0;No;No;No
4187;10;13;9;5;11;21;26;25;28;29;44;37;0;32;42;60;51;52;58;48;62;75;70;66;73;0;No;No;No
4188;7;13;12;5;15;27;24;30;29;20;40;41;0;37;33;54;55;47;51;57;74;73;75;68;69;0;No;No;No
4189;14;6;3;10;11;29;18;28;22;17;33;44;0;32;37;47;52;48;58;53;71;72;70;75;65;0;No;No;No
4190;7;6;9;14;1;27;29;24;26;23;39;38;0;33;35;48;49;54;57;56;72;71;63;62;67;0;No;No;No
4191;10;6;2;3;12;28;22;25;20;17;39;33;0;31;38;58;47;57;46;56;71;66;73;74;63;0;No;No;No
4192;13;12;2;3;6;22;18;17;30;29;32;39;0;44;37;56;55;46;50;49;63;71;66;65;74;0;No;No;No
4193;2;11;13;3;5;19;29;23;22;28;45;39;0;37;32;50;55;54;52;60;74;72;61;67;69;0;No;No;No
4194;3;13;12;4;14;18;19;20;29;21;35;42;0;34;44;46;60;57;50;49;68;63;73;75;72;0;No;No;No
4195;14;7;6;10;9;30;26;27;25;21;32;44;0;36;33;54;56;58;53;51;70;71;72;69;67;0;No;No;No
4196;2;10;6;4;5;26;24;29;25;22;39;45;0;34;33;58;54;59;56;57;63;75;65;67;68;0;No;No;No
4197;11;12;5;10;3;20;25;23;26;30;43;34;0;32;40;59;54;50;56;52;62;73;66;74;61;0;No;No;No
4198;13;8;5;2;3;20;25;21;19;17;32;43;0;38;39;60;50;52;48;55;72;64;75;66;68;0;No;No;No
4199;9;2;11;5;14;24;21;25;30;23;40;31;0;38;36;59;50;54;56;47;72;62;73;65;74;0;No;No;No
4200;3;15;14;11;10;19;16;27;21;24;40;33;0;39;38;47;46;53;59;58;73;71;68;62;70;0;No;No;No
4201;3;10;9;11;7;16;28;19;26;17;40;41;0;37;31;60;56;59;49;57;72;70;68;66;75;0;No;No;No
4202;1;2;14;3;9;16;17;26;18;24;40;43;0;35;44;58;46;53;60;47;72;68;67;62;65;0;No;No;No
4203;1;4;12;14;13;19;16;22;21;20;44;32;0;42;31;58;46;50;52;59;65;66;63;69;62;0;No;No;No
4204;10;12;4;9;8;19;17;16;29;23;43;34;0;42;40;51;52;58;50;59;69;73;68;67;74;0;No;No;No
4205;6;15;8;3;12;29;18;20;16;24;33;34;0;40;37;48;53;46;47;52;68;73;75;64;62;0;No;No;No
4206;10;7;3;1;4;25;19;29;28;24;41;35;0;38;39;46;53;50;51;48;70;64;66;67;68;0;No;No;No
4207;12;13;6;8;5;22;19;26;28;27;41;32;0;44;31;57;51;46;60;55;66;63;69;73;74;0;No;No;No
4208;3;10;7;1;2;29;22;17;26;20;39;44;0;45;41;56;55;48;50;49;71;61;75;74;62;0;No;No;No
4209;12;1;4;6;10;26;27;16;18;30;36;35;0;37;33;54;60;51;53;48;62;71;64;75;67;0;No;No;No
4210;12;6;9;4;7;17;20;21;16;18;33;40;0;43;35;47;53;52;56;59;66;64;61;68;73;0;No;No;No
4211;13;15;10;4;6;21;23;18;22;26;31;34;0;40;43;55;49;51;58;50;75;73;71;68;66;0;No;No;No
4212;6;9;11;1;3;27;23;26;19;17;43;34;0;32;40;55;60;58;50;56;73;64;75;61;68;0;No;No;No
4213;2;15;14;13;12;29;20;18;25;22;34;43;0;41;36;50;58;49;48;55;74;75;67;62;71;0;No;No;No
4214;14;11;3;7;2;24;28;29;26;21;42;40;0;32;33;51;52;54;55;49;64;72;67;68;66;0;No;No;No
4215;9;5;12;6;11;22;27;24;29;23;35;32;0;36;42;56;52;51;47;55;64;70;68;72;75;0;No;No;No
4216;6;1;3;13;5;29;27;24;19;30;41;34;0;44;45;53;55;54;47;52;66;62;74;68;65;0;No;No;No
4217;5;12;2;6;3;24;23;25;22;19;35;39;0;37;32;58;57;51;52;60;62;75;72;67;71;0;No;No;No
4218;4;5;11;7;3;27;17;19;23;18;40;34;0;42;36;52;56;49;47;51;70;69;68;61;75;0;No;No;No
4219;7;4;6;13;3;19;16;22;23;29;34;44;0;43;41;55;56;59;47;54;72;74;62;63;68;0;No;No;No
4220;3;1;9;8;7;17;26;18;24;16;42;34;0;44;38;60;57;47;58;56;74;61;66;62;67;0;No;No;No
4221;7;12;11;2;8;24;23;20;21;17;34;31;0;39;42;53;56;48;54;49;63;71;62;64;74;0;No;No;No
4222;4;5;13;6;9;28;26;20;22;18;43;40;0;33;36;54;58;59;60;55;62;61;75;63;69;0;No;No;No
4223;3;4;8;11;6;24;16;27;21;18;35;43;0;37;45;57;49;47;53;51;73;64;63;70;74;0;No;No;No
4224;4;11;8;15;3;25;23;19;21;26;32;44;0;38;31;57;55;50;56;48;61;75;62;68;70;0;No;No;No
4225;8;11;1;13;14;20;26;24;22;19;38;40;0;33;35;54;56;49;57;52;73;70;61;62;74;0;No;No;No
4226;11;4;15;12;9;28;20;27;17;16;44;43;0;42;32;54;51;50;52;56;61;70;72;63;71;0;No;No;No
4227;14;13;5;9;11;29;30;18;20;24;38;32;0;37;45;46;50;47;59;48;62;67;64;70;74;0;No;No;No
4228;6;1;8;15;14;26;18;23;27;22;39;35;0;31;43;51;57;49;46;47;75;70;71;69;67;0;No;No;No
4229;6;3;14;13;2;21;30;22;17;25;39;40;0;44;38;51;60;55;59;58;61;69;75;64;71;0;No;No;No
4230;7;11;8;3;5;23;18;17;20;24;45;41;0;42;32;50;58;48;53;52;73;75;64;74;72;0;No;No;No
4231;10;13;11;15;9;17;25;29;19;27;44;37;0;31;32;50;51;52;46;47;63;69;62;66;67;0;No;No;No
4232;10;5;14;7;8;16;29;22;19;18;44;33;0;40;45;52;55;56;49;58;68;65;66;63;73;0;No;No;No
4233;2;12;8;13;4;17;19;25;21;20;32;33;0;41;36;46;56;52;54;51;72;66;75;69;68;0;No;No;No
4234;5;11;12;4;9;20;28;16;29;30;31;43;0;42;41;60;53;51;48;46;65;72;70;75;69;0;No;No;No
4235;9;15;7;1;12;16;18;21;26;19;42;34;0;32;31;48;51;60;59;52;61;64;66;69;65;0;No;No;No
4236;7;5;11;9;10;30;16;21;20;18;36;38;0;37;34;49;50;47;46;56;62;65;68;72;69;0;No;No;No
4237;12;2;7;14;4;18;24;17;21;19;34;40;0;44;35;59;56;57;46;55;70;73;74;67;63;0;No;No;No
4238;4;8;14;10;9;25;23;26;27;29;35;44;0;45;32;50;51;52;53;47;66;64;74;72;65;0;No;No;No
4239;4;1;15;14;9;24;22;20;26;16;45;38;0;32;35;46;52;49;59;60;71;63;75;74;73;0;No;No;No
4240;8;6;9;15;7;27;29;23;20;24;38;42;0;34;32;47;49;57;60;53;71;72;64;70;65;0;No;No;No
4241;4;14;1;6;12;18;24;23;22;21;33;35;0;38;42;58;57;48;49;53;70;73;74;65;71;0;No;No;No
4242;1;2;5;8;13;25;28;26;19;22;44;38;0;41;31;52;47;58;50;48;61;68;63;70;69;0;No;No;No
4243;5;14;11;12;2;18;21;16;28;20;39;34;0;43;33;46;49;54;52;51;75;68;61;70;62;0;No;No;No
4244;5;14;7;4;15;27;18;25;22;21;42;33;0;37;43;46;47;52;50;54;71;66;75;64;74;0;No;No;No
4245;3;7;12;14;15;29;28;27;26;22;34;41;0;36;31;51;56;59;49;54;61;75;62;69;71;0;No;No;No
4246;6;15;13;5;1;26;17;27;24;28;44;41;0;33;32;48;50;57;55;52;62;75;65;69;66;0;No;No;No
4247;2;11;6;12;8;28;25;21;26;23;36;41;0;33;31;56;59;53;55;46;67;68;62;63;69;0;No;No;No
4248;7;8;1;10;15;21;18;26;29;20;33;40;0;34;42;60;54;49;57;50;68;71;72;70;61;0;No;No;No
4249;6;13;15;8;9;17;19;26;24;22;36;39;0;35;38;47;49;58;54;55;63;62;72;61;66;0;No;No;No
4250;12;7;13;5;1;27;26;18;30;16;33;40;0;44;43;56;49;51;47;60;63;62;73;70;68;0;No;No;No
4251;7;9;2;4;14;22;25;20;21;23;43;38;0;32;42;55;59;53;46;54;74;62;61;68;69;0;No;No;No
4252;15;7;11;8;6;17;27;16;20;30;45;37;0;40;33;48;54;47;50;53;64;72;74;73;66;0;No;No;No
4253;5;6;2;1;8;29;17;30;27;18;34;33;0;38;35;56;46;47;53;49;66;69;63;67;61;0;No;No;No
4254;1;15;4;13;10;22;16;18;23;25;37;36;0;33;43;46;59;50;52;56;67;65;74;69;62;0;No;No;No
4255;10;12;3;13;2;21;18;16;26;17;34;37;0;42;38;58;48;51;55;59;73;70;71;67;69;0;No;No;No
4256;11;9;5;3;6;28;20;16;17;27;31;41;0;34;44;56;59;46;50;48;66;73;62;69;67;0;No;No;No
4257;1;11;9;3;13;16;24;26;18;21;39;36;0;34;40;48;58;55;50;49;66;73;63;67;64;0;No;No;No
4258;5;7;13;12;3;27;26;29;22;23;41;43;0;35;34;56;50;51;48;47;65;66;62;74;69;0;No;No;No
4259;13;2;14;4;11;17;23;29;30;20;37;45;0;42;40;50;57;49;52;60;75;61;74;70;66;0;No;No;No
4260;7;2;8;5;4;23;27;20;22;18;39;33;0;36;42;55;51;52;54;50;73;70;63;74;72;0;No;No;No
